attribute,subgroup,rows,error_prevalence,method,AUROC,AUPRC,AURC
timeofday,daytime,27749,0.5577498288226602,semantic,0.6519137642018998,0.6953320887581157,0.426077765422995
timeofday,daytime,27749,0.5577498288226602,semantic_geometric,0.7763792251681196,0.7964781120152844,0.34758910750982186
timeofday,daytime,27749,0.5577498288226602,semantic_mi,0.5861180465120511,0.6066071937361147,0.48346232590285093
timeofday,night,16436,0.5914456072036992,all_internal,0.7371029381700295,0.7898802545419901,0.41119145384742334
timeofday,night,16436,0.5914456072036992,all_internal_rf,0.7955687125760313,0.8393273249173931,0.3569663923451885
timeofday,night,16436,0.5914456072036992,all_plus_confidence,0.8065093242186718,0.844683246071609,0.35646355915097716
timeofday,night,16436,0.5914456072036992,box_variance,0.601172197994945,0.6731507605905228,0.5017702921650092
timeofday,night,16436,0.5914456072036992,confidence,0.760869877933894,0.7894389484877636,0.38822415990600007
timeofday,night,16436,0.5914456072036992,embedding_variance,0.5818220075014727,0.6368618995630924,0.5072282992574897
timeofday,night,16436,0.5914456072036992,geometric,0.6841979845278198,0.7333788298115227,0.43044836992261215
timeofday,night,16436,0.5914456072036992,predictive_entropy,0.5627032631873806,0.6477131570461241,0.5214163848831433
timeofday,night,16436,0.5914456072036992,presence,0.5061169089679496,0.5947874263471878,0.5877317807335214
timeofday,night,16436,0.5914456072036992,representation,0.5612502138020082,0.6298965112406913,0.5430922375284163
timeofday,night,16436,0.5914456072036992,semantic,0.60422992863513,0.6907320828022185,0.49737454144791937
timeofday,night,16436,0.5914456072036992,semantic_geometric,0.7073492051467515,0.7598392479900886,0.428785650306048
timeofday,night,16436,0.5914456072036992,semantic_mi,0.5165675894309002,0.5920855539273079,0.5705021363439593
weather,clear,23971,0.5751115931750865,all_internal,0.7659649024598674,0.801934551116789,0.3744003390309225
weather,clear,23971,0.5751115931750865,all_internal_rf,0.8245918945753381,0.8512678435919512,0.3175892702732454
weather,clear,23971,0.5751115931750865,all_plus_confidence,0.821391248697301,0.848973475790118,0.327944706651408
weather,clear,23971,0.5751115931750865,box_variance,0.6334243807136523,0.6780682404320355,0.4563422801279594
weather,clear,23971,0.5751115931750865,confidence,0.7706638168779651,0.7860417666721893,0.35967378201143185
weather,clear,23971,0.5751115931750865,embedding_variance,0.6213438946585228,0.6479175859528212,0.45684744328802634
